상호명,상권업종소분류명,시도명,시군구명,위도,경도,좌석 수,1인 좌석 수,콘센트 ,와이파이 속도
카페봄봄제주,카페,제주특별자치도,제주시,33.51916269,126.584973,48,12,37,63mbps
삼양다방,카페,제주특별자치도,제주시,33.52146658,126.5864151,39,7,36,92mbps
라이드원,카페,제주특별자치도,제주시,33.48204341,126.5152577,24,8,19,67mbps
깡,카페,제주특별자치도,서귀포시,33.35335493,126.7719465,13,6,6,60mbps
봉쥬르봉봉,카페,제주특별자치도,제주시,33.39785757,126.2455333,26,13,9,135mbps
드롭탑제주용담해안도로점,카페,제주특별자치도,제주시,33.51994331,126.4964247,42,10,37,84mbps
카페빠네띠에,카페,제주특별자치도,제주시,33.4946562,126.546071,50,16,43,80mbps
아란치오,카페,제주특별자치도,제주시,33.50862125,126.4709185,50,16,37,103mbps
도깨비방망이,카페,제주특별자치도,제주시,33.39849143,126.2519448,12,2,1,141mbps
에이바우트커피,카페,제주특별자치도,제주시,33.51620917,126.5257231,29,7,15,116mbps
산호다방,카페,제주특별자치도,서귀포시,33.24006144,126.5644405,40,8,26,55mbps
촐리케이크,카페,제주특별자치도,제주시,33.4939921,126.5420069,17,5,7,94mbps
산책,카페,제주특별자치도,제주시,33.46690915,126.3368668,10,5,2,60mbps
제주신서란진흥원,카페,제주특별자치도,제주시,33.5221992,126.5764332,43,10,30,118mbps
테,카페,제주특별자치도,서귀포시,33.25179733,126.4377462,38,12,19,69mbps
식물집카페,카페,제주특별자치도,서귀포시,33.2559672,126.522938,24,8,4,109mbps
피플,카페,제주특별자치도,제주시,33.53793692,126.6138014,12,4,2,140mbps
펠릭스,카페,제주특별자치도,서귀포시,33.24421055,126.5597738,19,9,2,78mbps
빽다방베이커리제주사수점,카페,제주특별자치도,제주시,33.50928559,126.4766186,43,21,34,65mbps
리치망고우도검멀레점,카페,제주특별자치도,제주시,33.49775541,126.9675007,25,6,21,89mbps
예향,카페,제주특별자치도,제주시,33.46903608,126.3417883,28,14,19,50mbps
봄봄도두점,카페,제주특별자치도,제주시,33.50342419,126.4658059,25,8,5,95mbps
카페홍리,카페,제주특별자치도,서귀포시,33.26830248,126.5650088,22,7,7,52mbps
파파카페테리아,카페,제주특별자치도,제주시,33.34028315,126.1721389,48,16,41,104mbps
애월7일,카페,제주특별자치도,제주시,33.43811816,126.3312144,17,3,6,87mbps
거문오름,카페,제주특별자치도,제주시,33.47927561,126.7005321,15,3,7,90mbps
중섭의집,카페,제주특별자치도,서귀포시,33.24726644,126.564716,19,9,10,57mbps
요나스,카페,제주특별자치도,제주시,33.34972684,126.185016,38,9,33,128mbps
원더러스트제주,카페,제주특별자치도,제주시,33.47242031,126.5812047,28,7,21,112mbps
지미스베이킹컴퍼니,카페,제주특별자치도,제주시,33.49248766,126.5497194,13,4,3,82mbps
카페679,카페,제주특별자치도,제주시,33.44778969,126.7035012,18,3,7,111mbps
카페더라이트,카페,제주특별자치도,서귀포시,33.46563693,126.9360042,44,14,29,91mbps
요석드림,카페,제주특별자치도,제주시,33.42358701,126.4079873,36,18,29,138mbps
달그리안,카페,제주특별자치도,제주시,33.4977465,126.9679203,22,11,8,137mbps
로이셀세화,카페,제주특별자치도,제주시,33.52394059,126.8568091,44,22,38,130mbps
제주카페스르륵,카페,제주특별자치도,서귀포시,33.23225464,126.4632658,12,6,4,124mbps
토끼네집으로오세요,카페,제주특별자치도,제주시,33.44342991,126.2956413,29,5,16,57mbps
보메와산,카페,제주특별자치도,제주시,33.48449913,126.6801783,37,18,24,94mbps
안트레밀,카페,제주특별자치도,제주시,33.49755849,126.5458407,44,8,42,59mbps
카페512,카페,제주특별자치도,제주시,33.50075355,126.5443173,26,8,15,74mbps
와토커피,카페,제주특별자치도,서귀포시,33.22545668,126.2565428,25,12,25,76mbps
카페준,카페,제주특별자치도,서귀포시,33.24357866,126.5621162,17,8,0,92mbps
카페커피메딕,카페,제주특별자치도,서귀포시,33.23911079,126.4296731,12,4,0,128mbps
커피동굴,카페,제주특별자치도,제주시,33.51460999,126.5391644,43,8,37,120mbps
안녕육지사람,카페,제주특별자치도,제주시,33.51518928,126.9571719,39,19,28,62mbps
외도339오이디오339,카페,제주특별자치도,제주시,33.49373371,126.4317111,11,2,1,60mbps
김박사커피밀,카페,제주특별자치도,제주시,33.49249078,126.4988649,19,6,8,78mbps
오멍가멍쉬멍,카페,제주특별자치도,서귀포시,33.16692758,126.2724747,34,8,26,96mbps
벌크커피한림점,카페,제주특별자치도,제주시,33.40871345,126.2667137,26,13,13,57mbps
하이디펍,카페,제주특별자치도,서귀포시,33.24555644,126.2973507,49,12,42,83mbps
화북대표술집,카페,제주특별자치도,제주시,33.51980934,126.5658315,30,6,25,127mbps
오시록,카페,제주특별자치도,제주시,33.47613722,126.5484807,14,3,10,146mbps
고성리안,카페,제주특별자치도,서귀포시,33.4507833,126.9142674,50,12,42,88mbps
아띠마루커피랩,카페,제주특별자치도,제주시,33.50038486,126.5137349,11,3,7,125mbps
꽃이피다,카페,제주특별자치도,제주시,33.47732942,126.4778545,37,9,29,99mbps
달콤아재,카페,제주특별자치도,제주시,33.51343126,126.9574849,13,2,0,70mbps
소랑아시,카페,제주특별자치도,서귀포시,33.25570307,126.4146702,23,5,19,136mbps
사일리커피,카페,제주특별자치도,서귀포시,33.19995585,126.2758908,42,14,34,113mbps
서귀포시장애인단체연합회모커리,카페,제주특별자치도,서귀포시,33.23977334,126.56456,37,9,30,86mbps
봉카페,카페,제주특별자치도,서귀포시,33.46515771,126.933412,36,18,16,130mbps
옹포다방,카페,제주특별자치도,제주시,33.40302334,126.251433,37,12,37,89mbps
메가엠지씨커피제주남녕점,카페,제주특별자치도,제주시,33.49054303,126.4812615,17,4,6,103mbps
더카페,카페,제주특별자치도,제주시,33.53722995,126.6457263,31,15,16,68mbps
아뜰리에안,카페,제주특별자치도,서귀포시,33.23150297,126.5059912,12,2,2,74mbps
귀농,카페,제주특별자치도,제주시,33.4960298,126.9560191,19,3,5,65mbps
공생,카페,제주특별자치도,제주시,33.50823294,126.5432772,21,5,8,72mbps
숨비아일랜드월정리점,카페,제주특별자치도,제주시,33.55559996,126.795624,31,6,25,80mbps
유동커피,카페,제주특별자치도,서귀포시,33.24443225,126.5638394,47,15,31,91mbps
카페힐,카페,제주특별자치도,서귀포시,33.31150062,126.8339624,45,9,44,71mbps
더오라,카페,제주특별자치도,제주시,33.49704195,126.5096644,14,3,1,129mbps
베트로,카페,제주특별자치도,서귀포시,33.24763936,126.5630724,23,5,13,94mbps
일오구카페,카페,제주특별자치도,서귀포시,33.26473701,126.3043449,33,16,29,88mbps
커넥,카페,제주특별자치도,서귀포시,33.32439771,126.7943074,34,8,14,61mbps
카페쿠이,카페,제주특별자치도,제주시,33.44912565,126.304823,17,8,1,127mbps
카페연이랑,카페,제주특별자치도,제주시,33.45396225,126.7096648,44,8,40,51mbps
더바당카페,카페,제주특별자치도,제주시,33.46713414,126.3367898,49,9,44,102mbps
써니하우스,카페,제주특별자치도,서귀포시,33.23643613,126.3125943,13,2,4,102mbps
오버더윈도우,카페,제주특별자치도,서귀포시,33.24519881,126.5613248,34,17,26,87mbps
청연,카페,제주특별자치도,제주시,33.4856874,126.5344758,23,5,18,148mbps
컴포즈커피하효점,카페,제주특별자치도,서귀포시,33.25688113,126.6178436,41,20,39,76mbps
잇츠오케이크,카페,제주특별자치도,제주시,33.48256253,126.47027,34,6,21,121mbps
커피앤두제주하귀점,카페,제주특별자치도,제주시,33.48421324,126.4086511,47,23,39,108mbps
모래시계,카페,제주특별자치도,제주시,33.51092043,126.5243097,27,13,22,99mbps
파스쿠찌제주제원점,카페,제주특별자치도,제주시,33.48746159,126.4904366,16,8,1,81mbps
커피맛이멜로,카페,제주특별자치도,서귀포시,33.31228548,126.36626,47,23,46,131mbps
이디야제주한림점,카페,제주특별자치도,제주시,33.41824704,126.2643113,42,14,23,101mbps
비브레이브커피로스터즈,카페,제주특별자치도,서귀포시,33.25492099,126.518179,47,23,32,105mbps
나이체,카페,제주특별자치도,제주시,33.47516644,126.5468182,16,5,2,147mbps
마라와플,카페,제주특별자치도,서귀포시,33.11415218,126.2673173,21,7,19,69mbps
설빙제주,카페,제주특별자치도,제주시,33.54161037,126.6680278,25,8,15,137mbps
말로나,카페,제주특별자치도,제주시,33.44581576,126.295052,24,4,23,55mbps
이디야커피,카페,제주특별자치도,서귀포시,33.24833076,126.5091264,36,7,34,74mbps
커피랑카페,카페,제주특별자치도,제주시,33.41378492,126.264435,34,11,16,90mbps
소설다방,카페,제주특별자치도,제주시,33.50107294,126.5284745,44,11,42,129mbps
아델,카페,제주특별자치도,제주시,33.42409815,126.4055216,50,10,48,97mbps
레이지,카페,제주특별자치도,제주시,33.50113552,126.5166364,18,4,6,82mbps
파파스브로트,카페,제주특별자치도,서귀포시,33.28990097,126.4562463,10,2,8,62mbps
카페카약올레,카페,제주특별자치도,제주시,33.56324207,126.7779441,11,3,5,56mbps
메리앤커피,카페,제주특별자치도,제주시,33.504654,126.5409391,40,8,39,51mbps
성산해나,카페,제주특별자치도,서귀포시,33.46251574,126.9329515,47,9,33,129mbps
갤러리카페꽃담,카페,제주특별자치도,제주시,33.47539183,126.3571677,28,9,27,103mbps
망고홀릭제주,카페,제주특별자치도,제주시,33.49071356,126.4919563,26,5,6,87mbps
아뽀밍고,카페,제주특별자치도,서귀포시,33.45994493,126.9307269,21,5,3,71mbps
여기제주,카페,제주특별자치도,서귀포시,33.24848831,126.5634759,20,4,19,75mbps
그림앤카페,카페,제주특별자치도,제주시,33.49174931,126.5916354,50,25,32,79mbps
봄뜨랑,카페,제주특별자치도,서귀포시,33.44996305,126.9145801,29,7,25,110mbps
스윗카페우도,카페,제주특별자치도,제주시,33.49365674,126.9511026,13,4,12,132mbps
제이아일랜드,카페,제주특별자치도,서귀포시,33.37879662,126.879723,15,3,8,107mbps
저장고,카페,제주특별자치도,서귀포시,33.34542284,126.7634805,19,9,17,117mbps
몽그레제주,카페,제주특별자치도,제주시,33.50004846,126.4607688,30,7,26,116mbps
스톤헤이븐,카페,제주특별자치도,제주시,33.48832739,126.4971243,23,7,21,136mbps
테라피쉬,카페,제주특별자치도,제주시,33.46095862,126.5622527,37,9,28,103mbps
예래마을사업협동조합,카페,제주특별자치도,서귀포시,33.24585249,126.3783606,22,11,17,137mbps
제주청소년카페그래,카페,제주특별자치도,제주시,33.30137646,126.1798506,42,8,28,143mbps
제로포인트트레일,카페,제주특별자치도,제주시,33.51474386,126.5292076,43,10,28,108mbps
텀프타운,카페,제주특별자치도,제주시,33.49753066,126.5358974,32,10,23,110mbps
세렝게티,카페,제주특별자치도,서귀포시,33.25088612,126.6210675,10,2,8,147mbps
봄봄,카페,제주특별자치도,제주시,33.4603145,126.5611265,33,8,18,56mbps
도이프,카페,제주특별자치도,제주시,33.49462647,126.5453394,47,11,47,129mbps
정원다방,카페,제주특별자치도,서귀포시,33.24829942,126.566181,48,24,33,145mbps
프래그란스,카페,제주특별자치도,제주시,33.45438966,126.4399379,15,3,1,57mbps
네모의작업실,카페,제주특별자치도,제주시,33.38490895,126.2334687,10,3,2,59mbps
씨오피원두제주총판점,카페,제주특별자치도,제주시,33.49340504,126.4887231,25,5,5,127mbps
이츠커피,카페,제주특별자치도,제주시,33.476904,126.4774589,17,8,3,114mbps
종달리746,카페,제주특별자치도,제주시,33.49187893,126.9025193,32,10,16,115mbps
미소다방,카페,제주특별자치도,서귀포시,33.4505219,126.9143752,13,4,9,150mbps
말리가,카페,제주특별자치도,제주시,33.38714067,126.2490005,45,22,36,55mbps
랩툰,카페,제주특별자치도,제주시,33.49975135,126.529461,48,16,34,148mbps
아르커피,카페,제주특별자치도,제주시,33.52814938,126.5897313,27,5,23,54mbps
더스트롱홀드수,카페,제주특별자치도,제주시,33.48784482,126.4679245,45,9,39,87mbps
카페힐섬2020,카페,제주특별자치도,제주시,33.5395602,126.6409041,15,3,4,64mbps
드몬아이다,카페,제주특별자치도,제주시,33.49402944,126.4554042,18,3,13,143mbps
곶자왈노크,카페,제주특별자치도,제주시,33.47407337,126.6097924,48,12,32,59mbps
커피초아,카페,제주특별자치도,제주시,33.51747563,126.5766607,42,10,23,123mbps
엔일공구,카페,제주특별자치도,제주시,33.55182124,126.7693697,33,11,22,104mbps
카페신상,카페,제주특별자치도,제주시,33.49727491,126.4492285,23,5,10,102mbps
호텔샌드,카페,제주특별자치도,제주시,33.39388676,126.2404729,16,3,0,137mbps
지미네커피,카페,제주특별자치도,제주시,33.48339774,126.493204,49,9,40,80mbps
비엔,카페,제주특별자치도,제주시,33.50496379,126.5643129,12,4,1,148mbps
법인다락,카페,제주특별자치도,제주시,33.46955452,126.3409453,36,9,24,118mbps
제주스,카페,제주특별자치도,제주시,33.51287793,126.526936,38,7,27,83mbps
카페지니,카페,제주특별자치도,서귀포시,33.26486544,126.6406479,33,8,20,56mbps
휠스,카페,제주특별자치도,제주시,33.50246002,126.5050063,44,8,33,59mbps
써니의놀이터,카페,제주특별자치도,서귀포시,33.2392209,126.4400156,49,9,31,87mbps
할렘버거,카페,제주특별자치도,서귀포시,33.29958663,126.7132803,49,12,47,106mbps
설빙신제주,카페,제주특별자치도,제주시,33.48618043,126.4902181,20,6,4,125mbps
빈티지무드,카페,제주특별자치도,제주시,33.50560237,126.9495461,29,7,14,107mbps
카페느슨,카페,제주특별자치도,서귀포시,33.26262686,126.475111,42,21,23,59mbps
카페파스쿠찌,카페,제주특별자치도,제주시,33.50600493,126.5381231,15,7,14,117mbps
귤당리,카페,제주특별자치도,제주시,33.36306188,126.1961625,28,9,15,100mbps
여섯번의보름,카페,제주특별자치도,서귀포시,33.25692448,126.5304557,11,2,9,119mbps
가파리212,카페,제주특별자치도,서귀포시,33.17383784,126.2700482,14,2,2,78mbps
스쿠피케이크,카페,제주특별자치도,제주시,33.50789605,126.5093987,28,5,22,96mbps
홍대더브릿지,카페,제주특별자치도,제주시,33.50011887,126.5288994,20,4,1,85mbps
몬데이,카페,제주특별자치도,제주시,33.48806651,126.4819434,47,9,34,124mbps
선흘2리마을회오름보러가게앤카페,카페,제주특별자치도,제주시,33.4569133,126.7147535,18,3,1,102mbps
고요새,카페,제주특별자치도,제주시,33.52551581,126.5867403,11,3,1,120mbps
윈드스테이,카페,제주특별자치도,제주시,33.49632102,126.4415727,46,23,30,88mbps
라꾸르,카페,제주특별자치도,제주시,33.45854036,126.3518172,11,2,3,87mbps
파스쿠찌,카페,제주특별자치도,제주시,33.51530155,126.526503,44,14,44,98mbps
파파엔도터,카페,제주특별자치도,서귀포시,33.24519747,126.568675,20,4,13,76mbps
비하이브,카페,제주특별자치도,제주시,33.47752909,126.4889885,38,7,28,115mbps
탐나는제주이야기,카페,제주특별자치도,제주시,33.51264766,126.5280243,32,8,20,86mbps
에이바우트커피,카페,제주특별자치도,제주시,33.48941843,126.5956815,43,10,23,63mbps
제주설심당,카페,제주특별자치도,제주시,33.51944206,126.4928971,39,7,24,102mbps
이너프,카페,제주특별자치도,제주시,33.45600617,126.4189641,36,9,21,78mbps
카페동경앤책방,카페,제주특별자치도,제주시,33.48134603,126.4048511,39,9,20,68mbps
에이바우트커피인화점,카페,제주특별자치도,제주시,33.51028304,126.5393488,42,8,29,106mbps
라피아,카페,제주특별자치도,제주시,33.39851154,126.2522886,15,3,6,132mbps
보롬창고,카페,제주특별자치도,제주시,33.49785374,126.9107343,37,7,20,74mbps
제주;길,카페,제주특별자치도,서귀포시,33.24896056,126.5567884,42,10,32,142mbps
투썸플레이스제주대학,카페,제주특별자치도,제주시,33.46911531,126.5464301,38,12,35,90mbps
아트인명도암,카페,제주특별자치도,제주시,33.46805654,126.6116589,22,5,4,148mbps
카페7,카페,제주특별자치도,제주시,33.50892176,126.5111472,46,11,38,113mbps
카페연대,카페,제주특별자치도,제주시,33.49494081,126.4256233,26,8,17,105mbps
끄티탑동,카페,제주특별자치도,제주시,33.5182663,126.5284781,37,18,28,73mbps
동네,카페,제주특별자치도,제주시,33.49240065,126.5383244,34,11,24,144mbps
다락,카페,제주특별자치도,제주시,33.43694032,126.6770192,39,9,29,123mbps
일루올레,카페,제주특별자치도,제주시,33.34449629,126.1834427,29,9,9,76mbps
엠츄로,카페,제주특별자치도,제주시,33.48657063,126.4908292,37,9,22,65mbps
우드스탁,카페,제주특별자치도,제주시,33.5553221,126.7966154,47,9,37,90mbps
리부아르,카페,제주특별자치도,제주시,33.48194855,126.375227,37,18,18,141mbps
오조리카페앤라운지,카페,제주특별자치도,서귀포시,33.45797034,126.9160244,49,16,43,101mbps
렌시아,카페,제주특별자치도,제주시,33.3782892,126.2523435,13,2,6,130mbps
프리튀르,카페,제주특별자치도,서귀포시,33.28696282,126.3291492,46,11,37,102mbps
이성필커피,카페,제주특별자치도,제주시,33.49998474,126.5291907,49,12,44,93mbps
카페베고니아,카페,제주특별자치도,제주시,33.48604223,126.5450508,25,5,8,81mbps
까페더모해,카페,제주특별자치도,서귀포시,33.46177684,126.9337266,12,2,2,69mbps
어반브루잉,카페,제주특별자치도,제주시,33.51281932,126.5210704,19,6,7,76mbps
라녹,카페,제주특별자치도,제주시,33.4672817,126.3174686,36,7,30,139mbps
메가엠지씨커피제주도청점,카페,제주특별자치도,제주시,33.49195267,126.49734,35,8,19,112mbps
하르,카페,제주특별자치도,서귀포시,33.24945034,126.5601446,32,16,20,54mbps
더모아,카페,제주특별자치도,제주시,33.46468205,126.5138161,37,9,36,76mbps
에브리선데이커피제주점,카페,제주특별자치도,서귀포시,33.27032111,126.6736305,29,5,18,115mbps
커피핌,카페,제주특별자치도,제주시,33.48691473,126.4956045,26,5,7,141mbps
설렁설렁,카페,제주특별자치도,제주시,33.48442234,126.5483301,24,6,7,122mbps
순백,카페,제주특별자치도,제주시,33.50145278,126.526417,11,5,11,82mbps
무우수커피로스터스,카페,제주특별자치도,제주시,33.53779469,126.6383598,19,3,9,71mbps
점점,카페,제주특별자치도,제주시,33.53703081,126.6152481,18,6,0,76mbps
941헤르쯔,카페,제주특별자치도,제주시,33.48532963,126.4850585,48,12,32,90mbps
도서관가는길커피숍,카페,제주특별자치도,제주시,33.47615166,126.5141501,33,6,18,93mbps
스콘가게끌림,카페,제주특별자치도,제주시,33.52438454,126.5827736,42,10,31,127mbps
컴포즈커피연동점,카페,제주특별자치도,제주시,33.48113521,126.4911192,44,22,38,97mbps
블랑로쉐,카페,제주특별자치도,서귀포시,33.17415936,126.271064,13,6,6,113mbps
지오,카페,제주특별자치도,제주시,33.49790836,126.5261135,37,18,17,54mbps
솜반내풍경,카페,제주특별자치도,서귀포시,33.25321387,126.5536012,15,3,9,144mbps
사뿐,카페,제주특별자치도,제주시,33.49226878,126.4864808,39,13,23,116mbps
우성다방,카페,제주특별자치도,서귀포시,33.24943201,126.5651881,37,7,23,145mbps
시월의LIBRA,카페,제주특별자치도,제주시,33.51331706,126.5381811,28,5,15,82mbps
슬로리,카페,제주특별자치도,제주시,33.43429038,126.4007744,17,4,1,52mbps
커피마마퀸,카페,제주특별자치도,제주시,33.48442128,126.4706138,15,3,6,75mbps
더벤티해비치리조트점,카페,제주특별자치도,서귀포시,33.32483953,126.8438502,49,12,48,92mbps
카페효주,카페,제주특별자치도,제주시,33.51273485,126.5202098,27,5,26,69mbps
베카신,카페,제주특별자치도,제주시,33.46494508,126.7102091,15,5,13,145mbps
골목다방,카페,제주특별자치도,서귀포시,33.22122675,126.2518051,42,21,30,87mbps
봄봄화북점,카페,제주특별자치도,제주시,33.52393477,126.5673072,31,10,30,65mbps
마더웍스스위밍룸,카페,제주특별자치도,제주시,33.47196712,126.5521493,25,12,22,109mbps
욜로펜션카페,카페,제주특별자치도,제주시,33.51934798,126.8885168,40,13,22,146mbps
차귀놀,카페,제주특별자치도,제주시,33.32226114,126.1668646,44,14,34,88mbps
영재당,카페,제주특별자치도,서귀포시,33.25221068,126.5579846,20,6,20,125mbps
음부리카페,카페,제주특별자치도,제주시,33.3521291,126.2575412,30,7,13,62mbps
블레스가든,카페,제주특별자치도,서귀포시,33.28090432,126.7130516,29,14,13,134mbps
로치아,카페,제주특별자치도,제주시,33.5018589,126.4666119,14,7,5,101mbps
카페오드리,카페,제주특별자치도,제주시,33.35690486,126.2973597,10,5,6,53mbps
별세계,카페,제주특별자치도,제주시,33.40732989,126.2614579,47,9,36,89mbps
미정,카페,제주특별자치도,제주시,33.48939522,126.5399114,17,4,2,93mbps
컴포즈커피제주,카페,제주특별자치도,제주시,33.48872217,126.5383332,14,2,5,86mbps
오늘;당근,카페,제주특별자치도,서귀포시,33.38609318,126.8822709,41,10,21,107mbps
내가좋아하는것들,카페,제주특별자치도,제주시,33.48779141,126.4895201,24,4,6,75mbps
고미커피,카페,제주특별자치도,서귀포시,33.25561996,126.5557675,31,6,18,134mbps
오브제주,카페,제주특별자치도,서귀포시,33.26035447,126.6185153,25,5,17,93mbps
더치앤빈,카페,제주특별자치도,제주시,33.4836602,126.4782361,23,11,9,75mbps
로쿤커피에스프레소바,카페,제주특별자치도,제주시,33.45001095,126.3674542,49,12,46,92mbps
이디야커피연동점,카페,제주특별자치도,제주시,33.48967906,126.4903268,10,2,10,139mbps
산도롱앤드또,카페,제주특별자치도,제주시,33.51315761,126.5246311,19,3,11,102mbps
벙커하우스,카페,제주특별자치도,서귀포시,33.24046292,126.519224,38,12,28,119mbps
세계조가비박물관커피숍,카페,제주특별자치도,서귀포시,33.24743632,126.551624,42,14,29,133mbps
피프스페이스,카페,제주특별자치도,제주시,33.5113659,126.5113595,42,8,27,112mbps
에스알디서귀포지점,카페,제주특별자치도,서귀포시,33.24684649,126.5606727,43,10,31,121mbps
자키커피,카페,제주특별자치도,제주시,33.51204268,126.5254229,44,22,32,85mbps
하도록,카페,제주특별자치도,제주시,33.51866713,126.8834694,11,2,5,145mbps
스페이스플로스,카페,제주특별자치도,제주시,33.48365818,126.4132707,48,12,31,113mbps
제주감성,카페,제주특별자치도,제주시,33.49678697,126.451018,19,4,2,87mbps
신비의사랑,카페,제주특별자치도,제주시,33.44863031,126.4861681,10,5,5,77mbps
애플망고1947,카페,제주특별자치도,서귀포시,33.26623328,126.2575069,39,9,24,138mbps
에피소드,카페,제주특별자치도,제주시,33.30577625,126.1880879,13,2,3,77mbps
스테이잔다,카페,제주특별자치도,제주시,33.46415978,126.3137604,37,9,31,134mbps
에이에이에이,카페,제주특별자치도,서귀포시,33.27941521,126.3614633,46,11,32,52mbps
커피비원,카페,제주특별자치도,제주시,33.48353653,126.48749,15,3,11,94mbps
티유인,카페,제주특별자치도,제주시,33.52282781,126.5863656,36,12,28,129mbps
소심한물고기,카페,제주특별자치도,제주시,33.55627613,126.8068433,43,21,36,106mbps
그해여름,카페,제주특별자치도,제주시,33.33700033,126.2279702,42,21,33,73mbps
하늘샐리,카페,제주특별자치도,제주시,33.4946562,126.546071,32,16,29,119mbps
유동커피팩토리,카페,제주특별자치도,서귀포시,33.25527385,126.5598579,12,4,4,56mbps
하올람커피,카페,제주특별자치도,서귀포시,33.24734991,126.5653809,19,3,14,78mbps
메가엠지씨커피서귀포여중점,카페,제주특별자치도,서귀포시,33.25551781,126.5449721,17,8,6,80mbps
스타다방,카페,제주특별자치도,서귀포시,33.22239305,126.2553459,33,8,17,121mbps
제이팩토리,카페,제주특별자치도,서귀포시,33.28801363,126.5893341,21,10,9,143mbps
수애기베이커리카페,카페,제주특별자치도,서귀포시,33.22221759,126.2441911,31,7,15,107mbps
바이러닉에스프레소바,카페,제주특별자치도,제주시,33.49767789,126.4445772,46,15,38,110mbps
오우야에스프레소,카페,제주특별자치도,서귀포시,33.22101346,126.25082,45,11,36,131mbps
청자다방서귀포,카페,제주특별자치도,서귀포시,33.25305532,126.5068572,15,5,7,125mbps
솔트스톤,카페,제주특별자치도,제주시,33.52151817,126.5803116,43,14,23,94mbps
블리스풀,카페,제주특별자치도,제주시,33.40519132,126.4073381,40,8,23,82mbps
샐러드샌드위치달리는커피제주삼화점,카페,제주특별자치도,제주시,33.51702523,126.5820878,10,5,5,65mbps
클로피,카페,제주특별자치도,서귀포시,33.23680829,126.5138043,47,23,27,73mbps
조이아지,카페,제주특별자치도,제주시,33.53843405,126.670387,43,21,31,146mbps
다올그집,카페,제주특별자치도,제주시,33.50473346,126.9418516,28,14,12,143mbps
뜻밖의발견,카페,제주특별자치도,서귀포시,33.25986523,126.5098024,30,15,14,51mbps
드럼카페,카페,제주특별자치도,제주시,33.50138244,126.6857985,29,7,17,57mbps
미닝,카페,제주특별자치도,제주시,33.44064777,126.2774895,16,8,2,138mbps
오알,카페,제주특별자치도,서귀포시,33.24458763,126.5345669,36,9,27,89mbps
에끄랑,카페,제주특별자치도,제주시,33.49270967,126.5438645,15,7,4,71mbps
솔트스톤시티점,카페,제주특별자치도,제주시,33.49791948,126.5290297,38,9,36,90mbps
난달,카페,제주특별자치도,제주시,33.46709096,126.3204928,33,11,28,77mbps
구좌상회,카페,제주특별자치도,제주시,33.48568198,126.6988745,27,9,13,96mbps
베큠,카페,제주특별자치도,서귀포시,33.2450097,126.5613901,18,9,9,91mbps
카페구할구제주,카페,제주특별자치도,제주시,33.55456229,126.7951204,50,10,46,75mbps
이반다방,카페,제주특별자치도,서귀포시,33.22075782,126.2532894,48,9,42,123mbps
하루엔샐러드,카페,제주특별자치도,서귀포시,33.44207728,126.9195671,10,2,8,73mbps
라바르,카페,제주특별자치도,서귀포시,33.24584058,126.561783,49,24,45,86mbps
구터미널,카페,제주특별자치도,서귀포시,33.25169562,126.5602085,20,10,2,115mbps
크럼블,카페,제주특별자치도,제주시,33.47012356,126.5484796,42,21,39,144mbps
메가엠지씨커피제주표선점,카페,제주특별자치도,서귀포시,33.32624113,126.8331182,39,19,28,91mbps
카페인중독제주,카페,제주특별자치도,제주시,33.49069623,126.5382151,12,6,1,149mbps
까페소바니,카페,제주특별자치도,제주시,33.48244574,126.4703676,25,6,19,97mbps
카페토스피아동홍지점,카페,제주특별자치도,서귀포시,33.25716673,126.5700113,20,4,6,61mbps
카페초가헌,카페,제주특별자치도,서귀포시,33.3903267,126.8012675,49,24,44,57mbps
레이지데이,카페,제주특별자치도,제주시,33.55788471,126.7924419,21,5,2,135mbps
날쌘카페제주,카페,제주특별자치도,제주시,33.48806971,126.4805553,14,2,2,90mbps
리코마망,카페,제주특별자치도,제주시,33.48301998,126.4697185,14,2,10,51mbps
바이러닉에스프레소제주,카페,제주특별자치도,제주시,33.49767789,126.4445772,16,3,3,50mbps
그러므로,카페,제주특별자치도,제주시,33.48715082,126.5352319,41,8,41,129mbps
에이바우트커피,카페,제주특별자치도,제주시,33.53925103,126.6369111,26,6,13,121mbps
메가엠지씨커피신제주점,카페,제주특별자치도,제주시,33.48604316,126.489724,10,2,4,78mbps
일이이오브라우니바,카페,제주특별자치도,서귀포시,33.25165273,126.4277889,26,13,9,84mbps
썬데이지,카페,제주특별자치도,서귀포시,33.2754317,126.7092911,40,8,37,77mbps
찻집지안,카페,제주특별자치도,제주시,33.44078953,126.4023644,49,9,46,140mbps
애월스톤,카페,제주특별자치도,제주시,33.42420942,126.3384604,14,7,1,93mbps
롤링브루잉,카페,제주특별자치도,제주시,33.51310259,126.5291089,32,10,16,141mbps
아일랜드플라워,카페,제주특별자치도,서귀포시,33.42432256,126.8496398,26,13,9,73mbps
플로렌스,카페,제주특별자치도,제주시,33.96337243,126.2959179,12,2,0,109mbps
메가엠지씨커피제주한라대점,카페,제주특별자치도,제주시,33.4761619,126.4789373,31,7,24,123mbps
세화농부,카페,제주특별자치도,제주시,33.52611154,126.8551693,24,12,9,120mbps
피앗카페,카페,제주특별자치도,제주시,33.50496883,126.5407438,14,4,12,120mbps
프레젠트,카페,제주특별자치도,제주시,33.49824319,126.5217425,10,2,5,109mbps
